ph,hardness,solid,chloramine,sulfate,conductivity,carbon,trihalo,turbidity,potability
8.80,205.41,"13,121.17",6.70,263.48,399.28,18.91,67.96,4.03,1.00
6.28,236.82,"26,188.16",9.36,328.50,470.82,16.35,68.91,2.66,1.00
6.35,227.23,"16,174.43",7.57,411.29,355.53,9.97,82.49,4.94,1.00
5.93,192.05,"19,240.06",8.99,400.16,459.26,9.89,52.16,3.59,1.00
6.82,170.33,"14,053.22",8.12,,544.01,13.54,77.23,3.39,1.00
7.34,198.17,"35,273.98",5.27,300.41,448.15,12.39,62.74,4.26,1.00
7.15,195.92,"22,445.17",6.65,,484.44,12.37,57.53,5.39,1.00
5.09,148.00,"39,659.88",8.42,,498.70,14.94,84.25,3.05,1.00
8.59,228.16,"29,706.23",5.92,257.15,517.84,15.96,52.95,4.49,1.00
8.15,220.20,"23,978.11",7.38,360.41,461.80,13.36,103.38,4.95,1.00
9.27,274.02,"38,886.39",8.05,244.09,504.62,15.98,62.32,3.55,1.00
7.02,203.20,"12,352.81",6.85,380.80,435.67,14.51,68.23,3.86,1.00
7.83,249.34,"13,394.73",8.34,393.14,443.63,10.98,76.65,4.27,1.00
6.64,202.41,"14,110.92",8.75,340.98,291.08,15.95,64.36,3.92,1.00
6.76,216.53,"32,156.82",8.72,343.60,526.33,20.31,60.52,4.35,1.00
7.24,196.98,"29,772.02",6.50,,322.37,14.15,50.66,4.76,1.00
7.99,211.29,"26,951.86",7.51,,638.00,13.94,69.39,3.16,1.00
7.61,225.49,"14,812.97",7.98,356.69,341.07,14.99,55.89,2.94,1.00
6.08,182.41,"31,321.08",7.62,318.72,498.45,11.40,81.29,2.09,1.00
7.89,269.57,"15,761.87",8.17,,490.90,7.03,78.50,3.00,1.00
6.66,182.39,"16,828.88",7.07,355.90,434.66,16.62,69.41,3.97,1.00
,208.30,"23,495.31",5.80,274.98,465.33,5.98,57.20,3.21,1.00
7.22,179.56,"21,314.87",5.86,,435.57,11.88,79.39,3.97,1.00
,194.71,"40,611.71",7.42,290.33,517.63,16.34,72.09,3.13,1.00
6.43,166.85,"12,215.41",7.70,376.28,352.75,20.13,66.74,2.90,1.00
5.02,136.98,"15,040.84",7.59,409.92,454.88,14.25,71.98,4.48,1.00
,192.06,"25,795.69",6.12,318.93,509.06,13.94,84.32,3.79,1.00
8.16,195.21,"27,414.90",5.41,231.72,529.68,12.43,69.99,3.67,1.00
,202.88,"17,505.85",7.10,310.53,429.29,17.96,78.59,3.54,1.00
5.27,181.73,"19,015.47",9.01,446.72,390.01,11.10,63.83,4.06,1.00
6.90,206.92,"17,947.99",7.05,,601.99,11.78,58.18,4.47,1.00
7.47,212.82,"16,679.67",5.44,366.60,358.91,6.13,46.66,4.99,1.00
7.40,260.08,"26,730.64",8.08,361.11,376.48,17.85,101.47,3.08,1.00
,154.93,"30,037.22",5.80,252.07,311.75,13.90,77.53,4.11,1.00
,226.32,"18,465.27",6.03,358.70,366.93,10.27,61.16,3.41,1.00
5.54,200.71,"21,021.42",9.83,390.55,437.34,14.96,67.17,3.76,1.00
7.38,199.17,"17,181.01",6.60,388.03,357.37,16.95,75.89,4.01,1.00
9.32,317.34,"24,497.87",7.60,357.17,476.51,12.03,68.60,4.64,1.00
6.70,168.75,"17,176.88",6.39,330.67,404.93,10.83,52.11,4.18,1.00
5.55,182.64,"27,418.00",9.59,378.53,596.65,11.57,78.88,4.45,1.00
9.00,263.51,"15,379.91",6.47,355.01,561.69,22.05,61.51,3.98,1.00
9.13,266.74,"9,929.19",6.01,352.15,542.81,10.97,65.78,4.77,1.00
4.08,185.85,"9,975.60",10.76,,307.88,9.70,64.36,4.79,1.00
7.13,209.75,"16,701.57",7.46,320.50,404.70,18.95,92.35,3.91,1.00
13.54,187.61,"13,475.91",6.76,,411.26,15.14,74.45,3.53,0.00
7.17,199.16,"13,163.03",5.76,351.28,436.60,19.10,52.58,2.21,0.00
,176.39,"26,003.16",7.81,358.43,336.14,14.45,90.22,4.41,0.00
6.98,166.85,"18,622.44",6.61,353.34,333.97,12.53,48.46,3.53,0.00
6.36,191.14,"14,782.80",6.15,,527.93,18.86,69.63,5.22,0.00
,231.31,"15,629.76",7.02,297.75,406.34,11.84,49.68,4.46,0.00
8.34,175.60,"12,629.85",6.98,,452.34,17.53,101.85,4.13,0.00
6.28,178.26,"25,590.68",6.75,,445.19,8.57,70.77,3.21,0.00
10.95,146.88,"27,671.52",7.28,,376.90,17.35,85.29,3.11,0.00
9.87,114.37,"27,912.91",8.66,340.05,490.45,8.52,64.83,3.65,0.00
4.32,225.51,"27,163.46",6.89,325.93,446.34,17.15,43.39,4.08,0.00
4.23,201.45,"13,122.33",6.93,374.84,402.66,22.82,76.47,4.48,0.00
4.14,253.60,"40,626.85",7.75,265.47,432.51,19.13,61.52,3.17,0.00
5.35,193.81,"31,795.63",8.22,327.23,431.48,11.78,55.82,3.84,0.00
7.58,204.73,"19,944.57",6.19,,517.48,13.98,54.64,3.50,0.00
7.71,174.35,"31,017.24",8.21,269.86,437.51,9.32,51.55,3.90,0.00
8.33,199.00,"28,919.81",7.44,304.29,429.23,14.71,83.63,2.41,0.00
6.51,188.88,"20,081.75",6.56,368.99,367.93,14.81,101.25,3.96,0.00
,206.04,"8,667.72",6.33,353.53,599.55,21.12,55.93,4.13,0.00
6.93,228.19,"13,901.64",6.05,281.55,403.22,17.81,66.78,4.21,0.00
8.62,257.60,"11,595.35",6.40,,343.74,15.33,75.69,4.14,0.00
8.46,236.83,"13,158.85",5.48,,547.91,16.74,74.25,4.73,0.00
4.00,210.49,"32,821.85",6.87,,354.44,14.50,58.51,4.45,0.00
3.76,196.02,"45,050.00",8.73,324.15,493.23,8.66,85.16,4.99,0.00
3.80,178.43,"27,179.40",6.48,,365.49,12.35,73.81,3.19,0.00
5.66,232.75,"16,488.02",6.26,294.21,385.75,18.88,76.98,5.02,0.00
9.40,224.75,"25,825.39",7.39,301.62,503.79,16.88,58.97,4.61,0.00
13.35,152.78,"18,464.90",6.72,334.86,450.85,17.19,85.88,2.53,0.00
,184.69,"20,857.91",6.46,322.68,395.79,18.44,66.24,3.78,0.00
7.82,221.09,"13,742.15",6.37,287.70,460.60,12.70,66.78,4.62,0.00
,220.89,"7,460.25",4.99,,320.35,13.11,40.61,4.27,0.00
1.43,228.13,"12,937.25",6.21,319.73,495.38,12.03,61.14,4.95,0.00
6.97,182.89,"32,037.61",7.41,376.95,325.79,14.35,70.05,4.28,0.00
10.85,166.74,"12,887.19",7.70,,589.63,15.79,,4.35,0.00
6.59,244.94,"23,898.97",6.78,273.74,330.91,9.25,47.39,4.22,0.00
9.00,222.49,"16,544.83",6.12,,411.19,16.04,67.26,3.53,0.00
,161.58,"11,582.46",6.72,,393.84,11.32,78.90,4.37,0.00
4.33,192.17,"30,592.55",7.43,327.30,543.72,11.19,72.57,3.71,0.00
7.42,243.30,320.94,4.60,336.10,361.10,20.42,87.05,3.47,0.00
3.26,190.96,"28,760.01",7.93,,424.21,13.37,58.10,4.28,0.00
,239.76,"12,318.40",6.41,259.12,481.98,14.67,78.80,4.74,0.00
7.93,231.25,"17,444.81",6.29,,389.01,13.88,95.55,3.41,0.00
7.98,165.71,"17,182.45",7.00,383.27,363.85,18.66,76.03,3.31,0.00
9.50,195.11,"19,946.26",7.47,300.68,382.47,14.36,78.31,4.34,0.00
5.16,119.09,"33,892.25",7.57,407.48,325.20,16.96,73.22,4.09,0.00
3.92,227.71,"24,200.35",7.00,,292.39,19.39,61.79,4.58,0.00
,193.46,"13,852.53",7.15,358.96,480.31,10.26,,3.67,0.00
5.85,229.94,"27,435.31",6.57,277.03,596.40,14.91,67.64,3.64,0.00
5.89,184.06,"34,920.04",7.40,343.79,281.54,14.73,62.60,4.37,0.00
5.96,223.03,"24,435.64",6.22,305.95,284.50,15.19,40.14,3.73,0.00
6.11,211.45,"39,430.31",8.32,348.78,389.59,12.90,85.36,3.92,0.00
6.90,209.64,"15,422.22",6.88,293.56,396.81,15.67,66.60,3.69,0.00
8.09,200.97,"26,472.69",6.73,,432.19,13.80,32.67,4.37,0.00
7.61,190.66,"9,138.03",5.22,329.58,577.44,17.21,65.33,6.49,0.00
8.89,180.56,"26,062.45",8.81,327.22,378.66,17.62,48.48,4.73,0.00
6.53,163.40,"8,240.81",6.64,402.84,601.03,17.90,55.02,4.60,0.00
7.83,203.17,"11,174.27",6.25,394.89,338.23,16.28,47.93,4.25,0.00
11.56,174.94,"19,359.43",6.50,332.45,366.31,17.53,38.43,5.11,0.00
6.78,196.18,"25,366.80",7.20,312.43,435.09,12.12,76.35,5.47,0.00
8.29,211.45,"11,234.04",6.39,360.84,525.09,15.10,63.00,3.58,0.00
0.98,221.20,"31,145.11",7.62,333.68,439.11,21.15,,2.53,0.00
7.53,225.34,"8,129.73",6.31,309.23,379.34,16.96,64.27,3.64,0.00
9.76,119.16,"38,781.46",9.33,380.23,512.33,14.97,59.19,3.02,0.00
10.19,211.57,"13,630.05",6.52,297.05,468.37,17.41,72.72,3.40,0.00
2.93,260.46,"39,233.10",7.67,303.40,403.24,11.31,69.24,3.68,0.00
,200.66,"29,513.80",7.97,347.54,476.20,19.95,,3.03,0.00
6.66,205.54,"18,844.04",6.73,363.40,555.90,8.01,66.93,3.87,0.00
7.01,219.92,"26,597.59",7.35,333.58,379.60,13.28,98.97,3.59,0.00
,178.08,"35,044.37",7.76,357.08,381.65,17.55,71.11,3.76,0.00
6.23,183.31,"38,976.04",8.25,,531.63,15.85,46.64,4.60,0.00
6.39,216.68,"19,323.68",5.91,283.21,358.17,14.98,41.59,4.42,0.00
6.09,162.28,"23,567.13",7.70,372.84,387.97,13.66,75.27,4.17,0.00
3.96,173.03,"24,028.41",8.01,391.00,444.79,19.95,59.83,4.09,0.00
4.28,229.44,"26,098.64",6.53,281.90,508.79,16.13,66.65,3.73,0.00
7.30,224.47,"23,565.18",7.55,280.13,487.33,8.52,68.94,3.43,0.00
10.89,177.73,"25,702.52",7.66,312.40,383.20,17.47,42.81,3.63,0.00
6.80,198.12,"35,883.78",7.05,,470.49,10.89,58.47,3.57,0.00
11.50,195.99,"14,158.16",7.24,311.97,357.52,19.32,82.35,3.13,0.00
5.81,195.51,"43,110.50",7.37,281.92,325.83,15.05,51.29,4.82,0.00
,183.52,"20,461.25",7.33,333.12,356.37,20.18,67.02,4.89,0.00
5.68,182.15,"17,909.12",7.54,,546.90,15.22,81.56,3.29,0.00
7.78,196.82,"24,789.35",6.55,331.04,372.76,12.07,14.34,5.05,0.00
6.32,187.03,"32,651.80",8.15,314.21,463.34,14.24,60.27,4.90,0.00
8.61,217.04,"22,970.96",7.41,,264.70,16.69,46.50,3.67,0.00
,162.98,"26,281.30",8.52,369.86,403.60,12.39,,5.19,0.00
7.06,177.67,"13,129.15",7.31,367.33,393.74,16.36,53.84,4.49,0.00
4.85,186.68,"32,808.31",7.50,293.76,392.70,10.63,85.16,3.89,0.00
,202.61,"31,606.35",6.46,,380.97,13.46,67.06,4.78,0.00
4.56,165.77,"22,939.14",7.99,352.79,323.78,13.56,79.32,4.12,0.00
9.13,209.74,"11,643.66",6.59,326.39,509.66,11.27,67.53,3.07,0.00
,185.12,"16,110.18",6.44,355.57,386.51,11.22,38.04,2.84,0.00
4.23,194.98,"22,185.76",7.12,377.85,355.82,14.86,62.02,3.52,0.00
5.57,189.73,"26,138.10",8.83,361.86,434.05,16.17,88.73,3.93,0.00
,155.32,"22,911.61",8.32,409.59,424.78,16.29,84.89,4.83,0.00
8.53,217.39,"3,413.08",5.67,337.63,615.61,14.93,82.59,2.65,0.00
4.57,194.97,"44,260.19",8.03,,460.78,17.94,79.01,4.48,0.00
8.90,194.22,"13,319.50",5.57,323.42,317.35,17.13,61.43,4.37,0.00
9.46,222.89,"14,450.18",6.79,293.75,433.15,9.07,67.91,3.32,0.00
6.04,139.77,"20,472.87",6.81,357.59,488.27,15.88,53.28,5.76,0.00
,171.17,"20,412.28",6.90,367.19,354.27,16.40,63.26,3.98,0.00
4.66,170.95,"41,452.63",8.73,362.42,378.15,16.27,60.62,3.74,0.00
5.73,191.75,"35,899.28",8.07,378.77,307.99,12.57,60.19,3.91,0.00
10.93,162.42,"18,846.63",7.09,,593.73,14.98,60.69,3.89,0.00
4.28,188.78,"22,330.47",6.96,325.16,306.69,16.27,82.60,4.37,0.00
7.95,197.59,"23,602.19",7.10,,394.77,14.88,78.97,3.89,0.00
6.83,176.84,"12,838.91",5.79,393.80,447.29,15.82,104.23,2.80,0.00
7.29,169.15,"17,375.97",9.40,394.09,373.19,15.26,80.80,3.69,0.00
5.98,180.78,"33,244.56",8.09,364.71,392.97,20.47,50.14,3.49,0.00
5.37,250.66,"15,973.69",6.42,277.15,334.82,15.68,44.04,3.74,0.00
4.02,255.62,"28,612.27",7.34,290.69,442.39,9.31,71.34,4.42,0.00
,254.13,"9,959.14",4.01,,364.81,11.32,59.35,3.17,0.00
7.72,196.01,"13,939.29",6.94,345.65,423.20,16.84,89.34,2.88,0.00
5.98,221.56,"18,438.82",6.65,316.78,443.54,19.14,53.66,3.85,0.00
7.73,166.99,"18,445.74",7.17,,453.39,13.11,77.23,3.85,0.00
8.85,190.70,"11,705.07",6.66,380.59,386.46,16.32,85.69,4.14,0.00
7.56,170.18,"23,254.01",7.58,328.70,397.59,16.14,66.75,4.03,0.00
8.76,174.73,"25,564.77",8.07,,371.92,14.94,47.19,4.44,0.00
,188.45,"28,791.61",8.04,382.01,422.23,10.58,63.24,3.23,0.00
3.83,218.72,"23,535.03",6.48,352.51,421.18,19.27,58.90,4.77,0.00
3.73,230.30,"16,892.90",7.00,323.52,456.91,10.34,47.10,4.94,0.00
5.80,201.89,"15,327.88",6.86,328.93,281.09,19.81,55.40,4.43,0.00
3.68,187.50,"23,103.41",7.15,,350.54,10.14,67.46,4.48,0.00
5.14,180.38,"32,740.56",7.99,328.44,389.24,13.94,,3.10,0.00
6.63,198.87,"15,911.36",7.52,342.02,437.92,15.01,38.85,4.46,0.00
,196.08,"18,592.08",7.25,321.81,552.88,15.66,81.08,4.76,0.00
3.10,198.49,"45,148.81",7.82,324.64,427.22,15.53,54.57,4.25,0.00
4.50,193.94,"27,768.38",6.91,330.43,556.03,22.62,81.27,4.97,0.00
5.58,203.76,"29,999.99",7.21,310.66,366.56,14.18,65.88,3.85,0.00
,205.07,"16,034.45",7.14,397.47,459.30,19.64,70.06,4.86,0.00
10.33,166.46,"15,824.82",6.40,361.16,376.10,13.84,52.06,2.67,0.00
9.13,200.03,"28,273.60",7.50,,453.87,12.86,64.18,3.03,0.00
4.62,199.32,"27,174.69",7.22,371.06,312.28,14.04,,4.32,0.00
6.93,207.59,"24,359.47",7.22,313.82,477.06,16.50,75.04,4.90,0.00
5.60,264.57,"29,860.28",7.01,,530.20,16.03,29.85,4.07,0.00
7.52,228.56,"22,160.82",7.47,,545.15,16.46,90.94,4.23,0.00
5.58,172.33,"23,512.84",8.01,364.48,452.08,16.47,95.05,4.05,0.00
7.99,193.61,"14,610.41",7.22,332.47,468.60,10.88,67.18,4.06,0.00
8.21,210.22,"22,619.24",7.57,,361.61,14.65,70.37,3.72,0.00
9.90,206.75,"13,180.68",5.88,,426.53,14.32,75.41,4.23,0.00
,191.26,"14,064.90",7.04,361.15,399.84,10.85,35.58,3.73,0.00
9.41,149.31,"27,180.06",7.87,,398.81,17.36,57.96,4.03,0.00
9.59,195.84,"11,351.86",6.27,366.43,323.79,13.07,37.35,4.67,0.00
4.63,208.91,"29,307.13",6.13,304.03,456.21,10.82,111.12,4.75,0.00
6.90,154.47,"21,103.30",7.93,376.00,450.25,14.64,71.32,3.62,0.00
7.80,136.09,"26,484.52",7.56,426.50,471.41,14.54,51.49,3.63,0.00
,215.43,"19,909.94",6.90,299.09,371.48,10.77,85.27,4.59,0.00
0.00,214.85,"49,456.59",7.90,,583.45,7.70,77.71,4.93,0.00
8.40,177.35,"18,003.26",7.39,,498.37,10.35,55.72,2.63,0.00
6.26,153.64,"24,316.16",8.21,367.34,295.04,12.50,91.27,3.15,0.00
11.50,186.13,"12,253.30",8.07,325.41,260.53,9.67,68.07,5.01,0.00
,200.72,"40,581.49",6.76,263.88,283.17,14.92,58.88,4.01,0.00
9.35,201.63,"13,749.60",7.33,322.04,512.45,12.43,43.83,3.62,0.00
11.62,203.73,"15,102.24",7.82,,447.05,21.63,61.80,3.47,0.00
10.34,163.28,"21,820.30",7.90,356.18,561.21,14.12,56.19,5.06,0.00
,196.05,"21,919.47",6.73,359.70,401.73,14.22,77.61,3.95,0.00
5.29,245.02,"27,733.71",7.14,238.84,464.07,13.45,55.64,3.31,0.00
7.62,179.60,"30,308.23",6.95,329.42,355.43,13.40,66.22,3.70,0.00
7.15,202.58,"23,158.39",6.07,302.00,301.98,17.62,42.29,3.79,0.00
8.65,154.55,"15,901.29",6.51,419.22,444.84,14.66,49.52,3.27,0.00
5.29,174.74,"28,697.00",8.61,317.02,480.68,13.75,52.48,3.53,0.00
5.37,170.84,"27,199.64",8.07,376.06,401.83,14.08,81.74,3.36,0.00
8.75,198.71,"30,348.24",7.32,,333.64,13.87,94.73,4.76,0.00
8.04,200.64,"12,999.14",6.70,356.87,394.02,11.10,43.63,3.02,0.00
8.55,206.52,"10,453.09",6.48,326.13,347.82,14.00,42.29,4.90,0.00
7.74,207.76,"30,412.37",7.81,289.41,273.70,19.11,52.28,3.65,0.00
7.10,201.63,"18,093.97",8.47,361.63,348.73,8.58,49.38,4.76,0.00
6.99,144.21,"33,357.52",6.77,,409.01,17.88,54.11,1.90,0.00
7.87,184.07,"18,608.66",7.41,,364.58,17.58,0.74,4.22,0.00
8.86,194.56,"20,231.52",6.52,332.35,476.23,17.89,52.91,4.58,0.00
7.40,184.84,"19,797.11",8.42,387.19,428.41,13.14,62.34,3.95,0.00
5.17,205.52,"12,871.55",7.10,365.68,501.19,20.56,77.12,3.45,0.00
,184.22,"32,328.54",8.38,,452.89,12.17,79.94,5.04,0.00
5.47,191.81,"36,435.79",7.37,323.12,383.87,15.88,52.77,3.84,0.00
6.71,232.21,"23,936.28",6.62,,463.51,13.91,78.19,3.41,0.00
4.93,162.18,"27,771.08",7.76,317.94,493.30,14.26,77.14,1.45,0.00
6.26,188.06,"33,809.22",8.14,341.50,522.30,14.47,47.05,4.40,0.00
7.69,224.39,"21,856.15",7.04,275.27,404.82,12.85,63.15,2.75,0.00
5.62,194.46,"16,119.34",6.91,336.65,408.46,16.36,76.63,3.99,0.00
6.17,193.03,"23,006.24",8.10,340.25,297.11,13.48,78.33,3.62,0.00
5.04,194.40,"19,336.61",7.19,339.23,515.81,10.73,61.13,3.13,0.00
7.76,219.58,"16,478.07",6.95,,362.75,13.05,82.10,3.87,0.00
9.81,139.12,"16,819.42",7.79,361.03,438.18,10.95,34.54,5.54,0.00
8.48,200.77,"14,901.81",7.38,,485.09,16.81,53.13,4.22,0.00
8.86,181.67,"17,465.10",7.13,356.48,529.09,15.43,60.61,5.76,0.00
6.16,166.29,"30,284.49",9.00,,351.63,17.40,75.34,3.69,0.00
7.29,219.70,"18,085.50",6.01,277.33,406.56,16.14,53.68,3.50,0.00
9.07,164.67,"20,260.40",7.59,304.57,408.90,10.18,84.72,4.30,0.00
9.31,203.34,"23,087.22",6.44,297.57,373.04,16.40,79.16,3.09,0.00
9.76,182.75,"19,945.37",6.72,,343.60,19.86,85.70,5.38,0.00
7.99,200.13,"17,583.08",6.77,296.57,377.58,10.29,66.89,4.75,0.00
8.11,202.51,"26,730.19",8.40,323.95,368.45,17.34,,4.75,0.00
8.24,214.53,"29,461.02",8.32,,514.49,16.30,90.08,3.55,0.00
10.29,162.78,"18,869.21",6.91,344.19,585.68,18.86,74.29,3.50,0.00
3.99,216.08,"40,175.21",7.49,309.80,399.05,11.19,86.96,4.41,0.00
,209.53,"44,982.73",8.90,,349.39,15.65,,3.83,0.00
8.52,190.99,"14,578.96",6.60,,498.53,11.32,57.18,3.43,0.00
,169.55,"20,004.73",6.44,,349.87,11.33,41.70,3.88,0.00
,223.38,"20,992.28",7.76,340.37,332.49,18.09,61.02,4.65,0.00
4.50,234.19,"14,080.83",6.34,296.31,382.41,17.35,59.00,4.96,0.00
,193.09,"17,777.10",6.09,,543.11,10.72,,3.88,0.00
5.62,226.99,"27,852.10",6.52,309.23,414.06,16.93,78.44,3.44,0.00
8.55,199.60,"10,452.72",6.59,,316.26,23.04,45.25,3.11,0.00
,216.24,"20,886.79",7.33,303.50,269.82,15.25,104.68,3.86,0.00
10.21,148.38,"18,413.10",7.41,390.62,410.57,15.10,89.18,4.11,0.00
,205.23,"21,829.27",6.68,331.67,338.57,15.57,56.61,2.55,0.00
6.59,179.70,"35,263.61",7.45,,527.45,16.15,81.50,3.97,0.00
8.56,198.89,"8,535.40",4.80,321.40,453.57,14.35,74.33,3.95,0.00
8.43,159.69,"19,576.53",7.66,344.15,390.69,17.75,53.63,4.24,0.00
7.21,174.81,"15,796.40",6.95,,555.60,14.17,60.53,4.30,0.00
10.23,225.92,"9,546.13",5.90,313.99,372.53,15.28,61.26,4.79,0.00
11.39,145.34,"16,175.22",6.61,,553.49,12.09,69.74,2.28,0.00
,199.38,"5,576.63",5.00,341.09,388.25,10.75,50.75,3.22,0.00
6.58,220.58,"27,668.49",6.20,,474.63,11.47,53.51,4.76,0.00
10.82,141.49,"23,989.99",7.96,389.39,361.63,14.91,57.16,3.59,0.00
5.09,251.31,"30,245.96",6.72,267.03,271.63,14.88,70.78,4.55,0.00
5.26,142.53,"25,556.05",6.60,416.26,443.76,7.49,72.88,5.10,0.00
7.97,151.03,"29,827.79",7.66,405.83,376.91,19.38,78.16,2.44,0.00
8.35,239.82,"17,177.79",6.11,272.84,294.88,10.60,62.85,3.51,0.00
,184.61,"22,289.73",7.17,392.46,409.49,12.22,63.90,3.35,0.00
4.03,200.07,"14,720.54",6.48,,519.21,16.60,77.29,4.81,0.00
2.13,192.70,"24,905.28",7.76,383.52,473.55,14.29,56.35,3.84,0.00
9.84,217.90,"6,785.15",6.03,333.07,432.33,12.37,45.82,4.18,0.00
7.66,150.67,"33,918.04",8.75,406.48,436.34,15.22,,3.49,0.00
,233.99,"27,197.30",7.30,301.85,490.77,16.02,58.52,3.20,0.00
7.26,194.25,"8,127.07",6.67,394.56,312.35,16.01,65.02,4.28,0.00
9.54,200.56,"20,044.21",7.08,303.92,335.55,16.64,71.31,3.02,0.00
1.99,216.48,"23,039.33",6.77,344.01,341.08,11.50,78.73,3.92,0.00
7.25,184.07,"33,123.44",7.19,322.37,345.36,15.16,68.85,4.26,0.00
6.97,178.22,"39,995.19",8.93,337.06,393.68,14.24,75.38,3.63,0.00
6.15,212.82,"15,017.75",5.54,319.49,279.45,12.85,75.03,4.81,0.00
6.30,179.45,"25,668.20",8.93,341.49,458.84,14.06,,5.71,0.00
6.92,218.10,"13,477.38",5.66,,302.41,11.05,61.93,4.92,0.00
6.48,179.92,"34,698.62",8.54,338.01,504.40,16.41,59.95,5.00,0.00
,208.93,"16,429.91",5.87,310.99,364.92,17.80,107.31,4.45,0.00
7.31,193.47,"19,343.15",7.66,306.69,426.56,12.84,111.60,4.05,0.00
5.97,187.09,"30,846.59",7.28,339.06,323.96,12.65,72.27,3.91,0.00
8.63,164.37,"14,880.65",7.28,350.95,444.11,16.86,58.18,3.64,0.00
9.17,165.69,"11,319.11",6.62,372.55,420.43,13.35,72.97,3.69,0.00
,156.77,"23,084.07",7.27,334.96,378.25,19.25,81.57,5.56,0.00
3.34,216.26,"42,310.83",8.13,,352.26,14.03,52.76,3.30,0.00
11.45,186.65,"12,355.34",7.07,321.83,503.96,16.28,77.15,5.17,0.00
6.28,205.38,"19,905.44",7.08,284.21,471.90,18.03,64.36,4.48,0.00
,192.41,"25,460.30",8.23,,465.88,16.66,58.36,3.54,0.00
8.76,212.43,"14,168.92",6.39,,488.60,12.60,60.24,4.67,0.00
6.62,195.10,"34,277.76",7.63,,417.47,13.43,47.95,3.62,0.00
7.73,230.92,"21,776.59",6.91,,395.11,15.03,92.70,3.82,0.00
6.97,185.91,"27,959.99",7.21,349.74,414.07,19.88,36.18,3.23,0.00
4.71,179.14,"22,291.42",6.77,407.42,371.26,18.19,86.53,3.86,0.00
5.23,176.71,"27,971.89",7.60,413.91,440.36,14.42,72.84,3.05,0.00
5.27,227.34,"17,605.54",6.33,358.59,489.43,11.20,,4.36,1.00
8.43,224.86,"12,833.46",6.18,327.53,411.85,17.40,72.92,3.82,1.00
6.85,234.94,"24,456.17",5.60,334.87,337.57,9.52,77.30,4.92,1.00
7.26,160.44,"16,129.71",8.09,328.45,478.52,12.81,43.59,3.95,1.00
6.73,191.31,"6,193.33",7.74,,424.67,20.81,98.37,3.77,1.00
,258.45,"25,498.33",4.92,341.04,425.80,18.99,67.40,3.69,1.00
,232.94,"8,729.10",5.89,,400.52,8.77,69.72,3.40,1.00
7.78,233.76,"16,780.12",6.12,323.54,520.29,17.79,60.34,4.68,1.00
6.10,184.33,"17,977.53",7.28,,334.95,7.66,59.00,3.38,1.00
6.67,155.71,"30,610.05",8.17,337.17,425.69,15.10,79.78,4.90,1.00
,215.94,"10,171.71",6.62,,378.32,13.19,82.79,3.76,1.00
4.96,215.85,"9,887.83",6.95,379.50,527.48,14.33,52.39,3.46,1.00
6.40,249.97,"22,057.05",4.89,375.49,334.27,14.15,97.03,3.96,1.00
8.14,153.75,"50,793.90",7.84,306.22,423.46,14.32,65.08,4.36,1.00
6.85,232.93,"15,338.06",6.14,,438.35,18.15,81.55,2.59,1.00
6.71,185.91,"34,558.40",6.55,360.51,303.97,10.23,50.21,4.68,1.00
4.34,207.36,"34,355.62",6.81,374.07,530.07,12.62,44.75,4.40,1.00
8.43,161.20,"15,904.24",8.42,300.12,480.00,15.30,71.48,3.63,1.00
7.27,197.66,"27,198.43",7.80,304.85,300.02,14.61,66.61,4.71,1.00
6.58,186.99,"16,700.03",6.45,379.04,405.28,15.00,62.15,3.81,1.00
,240.61,"20,006.23",4.91,379.76,327.31,13.29,83.18,3.45,1.00
8.65,188.71,"13,207.86",6.83,335.24,399.69,10.69,43.95,3.64,1.00
8.36,163.10,"34,989.05",7.70,317.30,404.49,8.27,67.60,4.37,1.00
,242.83,"29,298.07",5.85,340.35,463.12,5.43,,3.52,1.00
6.66,216.56,"25,172.59",6.79,330.52,620.45,19.10,82.24,3.40,1.00
10.50,125.98,"38,605.33",8.71,,674.44,9.71,51.70,5.37,1.00
6.33,186.84,"23,073.06",8.08,326.98,233.91,9.64,60.94,5.16,1.00
,214.59,"22,038.51",6.20,294.24,332.47,18.47,46.05,4.24,1.00
6.73,183.92,"9,258.77",8.01,345.07,320.67,12.07,56.44,3.96,1.00
8.30,183.61,"20,316.43",7.11,322.10,295.65,13.50,62.23,4.24,1.00
6.26,130.37,"9,734.68",10.28,320.36,399.35,10.85,43.42,3.93,1.00
8.08,132.67,"10,816.27",9.51,314.97,479.76,14.69,72.64,4.29,1.00
5.73,223.70,"1,351.91",6.50,380.51,620.30,14.67,62.02,3.68,1.00
6.56,241.29,"56,320.59",5.37,,415.82,11.65,70.64,5.29,1.00
5.30,231.02,"6,675.68",6.10,388.80,465.83,14.53,77.67,4.02,1.00
7.65,160.77,"29,000.59",7.22,,438.80,13.18,67.10,3.08,1.00
,139.17,"33,784.83",9.64,275.33,499.43,13.66,70.37,4.68,1.00
7.95,185.42,"6,108.80",7.12,344.80,283.88,18.90,85.80,3.89,1.00
8.83,176.81,"12,171.02",7.48,321.26,395.39,12.48,65.87,3.91,1.00
8.25,184.39,"21,616.63",7.17,305.18,412.95,13.79,71.80,2.60,1.00
5.86,240.89,"18,321.99",6.05,351.05,491.88,9.00,44.62,4.28,1.00
